序号,城市,运营线路条数,运营里程（公里）,客运量（万人次）,进站量（万人次）,客运强度（万人次每公里日）,时间
1,上海,20,825.0,32893.7,18193.8,1.29,202303
2,北京,27,807.0,30243.6,16639.6,1.21,202303
3,广州,18,609.8,27028.8,14560.5,1.43,202303
4,深圳,17,558.6,23706.4,13857.1,1.37,202303
5,成都,13,557.8,18455.1,10451.4,1.07,202303
6,杭州,12,516.0,11768.5,7191.7,0.74,202303
7,武汉,14,504.3,12191.9,7743.4,0.78,202303
8,重庆,10,455.9,11446.9,7231.3,0.81,202303
9,南京,14,448.8,9246.1,5527.8,0.66,202303
10,青岛,8,323.8,3689.6,2600.9,0.37,202303
11,天津,8,286.0,5003.2,3133.4,0.56,202303
12,西安,8,272.4,10809.4,7037.9,1.28,202303
13,苏州,7,254.2,4050.0,2489.0,0.51,202303
14,大连,6,237.1,1951.5,1484.3,0.28,202303
15,郑州,8,233.0,5109.1,3196.8,0.71,202303
16,沈阳,10,216.7,4021.3,2730.8,0.6,202303
17,长沙,7,209.1,7917.4,4222.9,1.22,202303
18,宁波,6,186.0,3186.6,1819.7,0.55,202303
19,合肥,5,168.8,3539.6,2356.2,0.68,202303
20,昆明,6,165.9,2550.1,1839.9,0.5,202303
21,南昌,4,128.5,3170.8,1917.6,0.8,202303
22,南宁,5,128.2,3021.5,1822.0,0.76,202303
23,佛山,6,127.31,1247.2,964.4,0.32,202303
24,无锡,4,110.8,1667.0,1126.0,0.49,202303
25,福州,4,110.7,1653.0,1261.0,0.48,202303
26,长春,5,106.7,1849.4,1307.7,0.56,202303
27,厦门,3,98.4,2121.6,1632.5,0.7,202303
28,济南,3,84.1,827.7,597.7,0.32,202303
29,哈尔滨,3,78.1,2250.5,1486.9,0.93,202303
30,贵阳,2,74.4,1067.1,839.4,0.46,202303
31,石家庄,3,74.3,1367.2,950.7,0.59,202303
32,徐州,3,64.1,805.8,567.7,0.41,202303
33,常州,2,54.0,567.9,466.0,0.34,202303
34,温州,1,52.5,101.2,101.2,0.06,202303
35,呼和浩特,2,49.0,569.6,460.3,0.37,202303
36,绍兴,2,47.1,336.9,192.7,0.23,202303
37,芜湖,2,46.2,281.4,241.7,0.2,202303
38,洛阳,2,43.5,398.6,298.5,0.3,202303
39,南通,1,38.5,170.9,170.9,0.14,202303
40,东莞,1,37.8,367.7,367.7,0.31,202303
41,乌鲁木齐,1,26.8,310.2,310.2,0.37,202303
42,黄石,1,26.8,33.7,33.7,0.04,202303
43,兰州,1,25.5,673.8,673.8,0.85,202303
44,太原,1,23.3,381.7,381.7,0.53,202303
45,淮安,1,20.1,58.9,58.9,0.09,202303
46,句容,1,17.3,60.7,33.7,0.11,202303
47,嘉兴,1,13.8,19.7,19.7,0.05,202303
48,文山,1,13.4,3.8,3.7,0.01,202303
49,红河,1,13.4,3.1,3.1,0.01,202303
50,天水,1,12.9,7.5,7.5,0.02,202303
51,三亚,1,8.4,14.2,14.2,0.05,202303
52,昆山,1,6.0,153.3,77.7,0.82,202303
1,上海,20,825.0,31559.7,17492.6,1.28,202304
2,北京,27,807.0,30132.2,16585.6,1.24,202304
3,广州,18,609.8,26110.7,14032.6,1.43,202304
4,深圳,17,558.6,22547.9,13187.0,1.35,202304
5,成都,13,557.8,18290.5,10360.9,1.09,202304
6,杭州,12,516.0,11639.7,7115.4,0.75,202304
7,武汉,14,504.3,12083.8,7634.6,0.8,202304
8,重庆,10,455.9,11395.8,7198.6,0.83,202304
9,南京,14,448.8,9078.3,5436.8,0.67,202304
10,青岛,8,323.8,3950.3,2777.8,0.41,202304
11,天津,8,286.0,5070.4,3171.8,0.59,202304
12,西安,8,272.4,11115.8,7226.7,1.36,202304
13,苏州,7,254.2,4655.0,2891.5,0.61,202304
14,大连,6,237.1,2378.9,1737.7,0.33,202304
15,郑州,8,233.0,5169.7,3231.4,0.74,202304
16,沈阳,10,216.7,3979.1,2701.1,0.61,202304
17,长沙,7,209.1,8327.0,4459.2,1.33,202304
18,宁波,6,186.0,3368.8,1923.2,0.6,202304
19,合肥,5,168.8,3522.0,2342.9,0.7,202304
20,昆明,6,165.9,2540.0,1830.1,0.51,202304
21,南昌,4,128.5,3362.6,2018.0,0.87,202304
22,南宁,5,128.2,3126.5,1881.3,0.81,202304
23,佛山,6,127.3,1271.4,974.8,0.33,202304
24,无锡,4,110.8,1607.2,1090.6,0.48,202304
25,福州,4,110.7,1717.8,1294.4,0.52,202304
26,长春,5,106.7,1852.1,1307.6,0.58,202304
27,厦门,3,98.4,2039.2,1564.0,0.69,202304
28,济南,3,84.1,864.4,616.9,0.34,202304
29,哈尔滨,3,78.1,2262.5,1492.8,0.97,202304
30,贵阳,2,74.4,1095.2,861.0,0.49,202304
31,石家庄,3,74.3,1419.3,981.2,0.64,202304
32,徐州,3,64.1,819.4,583.6,0.43,202304
33,常州,2,54.0,591.7,485.8,0.37,202304
34,温州,1,52.5,114.2,114.2,0.07,202304
35,呼和浩特,2,49.0,575.6,464.3,0.39,202304
36,绍兴,2,47.1,337.1,183.3,0.24,202304
37,芜湖,2,46.2,289.6,247.6,0.21,202304
38,洛阳,2,43.5,578.3,432.5,0.44,202304
39,南通,1,38.5,188.4,188.4,0.16,202304
40,东莞,1,37.8,383.2,383.2,0.34,202304
41,乌鲁木齐,1,26.8,334.6,334.6,0.42,202304
42,黄石,1,26.8,32.9,32.9,0.04,202304
43,兰州,1,25.5,723.0,723.0,0.94,202304
44,太原,1,23.3,374.1,374.1,0.54,202304
45,淮安,1,20.1,56.0,56.0,0.09,202304
46,句容,1,17.3,61.0,34.4,0.12,202304
47,嘉兴,1,13.8,26.0,26.0,0.06,202304
48,文山,1,13.4,4.6,4.5,0.01,202304
49,红河,1,13.4,3.1,3.1,0.01,202304
50,天水,1,12.9,8.3,8.3,0.02,202304
51,三亚,1,8.4,10.8,10.8,0.04,202304
52,昆山,1,6.0,151.7,76.3,0.84,202304
1,上海,20,825.0,31554.9,17452.5,1.23,202305
2,北京,27,807.0,29482.2,16208.5,1.18,202305
3,广州,18,609.8,26057.0,14013.3,1.38,202305
4,深圳,17,558.6,22214.8,13256.4,1.28,202305
5,成都,13,557.8,17794.9,10088.0,1.03,202305
6,杭州,12,516.0,11453.7,6998.1,0.72,202305
7,武汉,14,504.3,11722.8,7416.2,0.75,202305
8,重庆,10,455.9,11377.0,7183.4,0.81,202305
9,南京,14,448.8,8561.2,5160.7,0.62,202305
10,青岛,8,323.8,4087.6,2873.4,0.41,202305
11,天津,8,286.0,5117.6,3206.8,0.58,202305
12,西安,8,272.4,10657.4,6930.2,1.26,202305
13,苏州,7,254.2,4426.3,2750.4,0.56,202305
14,大连,6,237.1,2209.6,1619.8,0.3,202305
15,郑州,8,233.0,4883.8,3058.1,0.68,202305
16,沈阳,10,216.7,4182.1,2844.1,0.62,202305
17,长沙,7,209.1,7986.5,4249.1,1.23,202305
18,宁波,6,186.0,3353.5,1915.4,0.58,202305
19,合肥,5,168.8,3438.7,2290.7,0.66,202305
20,昆明,6,165.9,2515.6,1812.1,0.49,202305
21,南昌,4,128.5,3264.6,1959.1,0.82,202305
22,南宁,5,128.2,2920.7,1759.4,0.73,202305
23,佛山,6,127.3,1285.8,987.9,0.33,202305
24,无锡,4,110.8,1563.4,1066.2,0.46,202305
25,福州,4,110.7,1717.8,1292.9,0.5,202305
26,长春,5,106.7,2012.5,1425.0,0.61,202305
27,厦门,3,98.4,2078.2,1592.9,0.68,202305
28,济南,3,84.1,866.1,616.3,0.33,202305
29,哈尔滨,3,78.1,2410.9,1596.0,1.0,202305
30,贵阳,2,74.4,1105.7,867.8,0.48,202305
31,石家庄,3,74.3,1358.4,936.9,0.59,202305
32,徐州,3,64.1,793.9,566.2,0.4,202305
33,常州,2,54.0,661.7,543.91,0.4,202305
34,温州,1,52.5,114.1,114.1,0.07,202305
35,呼和浩特,2,49.0,608.5,492.1,0.4,202305
36,绍兴,2,47.1,317.3,174.7,0.22,202305
37,芜湖,2,46.2,285.4,243.2,0.2,202305
38,洛阳,2,43.5,451.8,341.0,0.34,202305
39,南通,1,38.5,182.3,182.3,0.15,202305
40,东莞,1,37.8,384.8,384.8,0.33,202305
41,乌鲁木齐,1,26.8,345.6,345.6,0.42,202305
42,黄石,1,26.8,32.1,32.1,0.04,202305
43,兰州,1,25.5,737.4,737.4,0.93,202305
44,太原,1,23.3,382.0,382.0,0.53,202305
45,淮安,1,20.1,59.1,59.1,0.09,202305
46,句容,1,17.3,60.1,35.8,0.11,202305
47,嘉兴,1,13.8,26.5,26.5,0.06,202305
48,文山,1,13.4,3.7,3.7,0.01,202305
49,红河,1,13.4,3.3,3.3,0.01,202305
50,天水,1,12.9,8.6,8.6,0.02,202305
51,三亚,1,8.4,7.8,7.8,0.03,202305
52,昆山,1,6.0,151.1,77.2,0.81,202305
1,上海,20,825.0,30496.8,16869.2,1.23,202306
2,北京,27,807.0,29083.3,15972.6,1.2,202306
3,广州,18,609.8,25449.3,13683.9,1.39,202306
4,深圳,17,558.6,21879.1,13161.7,1.31,202306
5,成都,13,557.8,17711.9,10043.6,1.06,202306
6,杭州,12,516.0,11090.1,6779.4,0.72,202306
7,武汉,14,504.3,11533.3,7300.6,0.76,202306
8,重庆,10,455.9,11289.7,7085.0,0.83,202306
9,南京,14,448.8,8333.0,5029.6,0.62,202306
10,青岛,8,323.8,4093.7,2875.1,0.42,202306
11,西安,9,294.0,10779.5,7008.1,1.31,202306
12,天津,8,286.0,4754.3,2970.4,0.55,202306
13,苏州,8,258.5,4194.6,2619.5,0.55,202306
14,大连,6,237.1,2146.4,1572.3,0.3,202306
15,郑州,8,233.0,4879.0,3075.6,0.7,202306
16,沈阳,10,216.7,4065.2,2765.2,0.63,202306
17,长沙,7,209.1,7969.6,4229.8,1.27,202306
18,宁波,6,186.0,3108.8,1774.8,0.56,202306
19,合肥,5,168.8,3301.0,2195.3,0.65,202306
20,昆明,6,165.9,2397.3,1726.0,0.48,202306
21,南昌,4,128.5,3134.1,1869.0,0.81,202306
22,南宁,5,128.2,2853.6,1719.4,0.74,202306
23,佛山,6,127.3,1225.9,947.2,0.32,202306
24,长春,5,111.2,1945.8,1376.9,0.59,202306
25,无锡,4,110.8,1424.2,969.1,0.43,202306
26,福州,4,110.7,1537.1,1162.5,0.46,202306
27,厦门,3,98.4,2032.8,1559.4,0.69,202306
28,济南,3,84.1,829.5,592.7,0.33,202306
29,哈尔滨,3,78.1,2391.4,1579.0,1.02,202306
30,贵阳,2,74.4,1102.3,865.1,0.49,202306
31,石家庄,3,74.3,1395.2,963.3,0.63,202306
32,徐州,3,64.1,758.4,543.8,0.39,202306
33,常州,2,54.0,668.7,549.3,0.41,202306
34,温州,1,52.5,109.6,109.6,0.07,202306
35,呼和浩特,2,49.0,567.2,459.4,0.39,202306
36,绍兴,2,47.1,279.4,153.8,0.2,202306
37,芜湖,2,46.2,268.9,229.1,0.19,202306
38,洛阳,2,43.5,428.7,322.5,0.33,202306
39,昆山,2,43.0,170.9,88.6,0.39,202306
40,南通,1,38.5,165.7,165.7,0.14,202306
41,东莞,1,37.8,366.3,366.3,0.32,202306
42,兰州,2,33.5,759.7,767.0,0.97,202306
43,乌鲁木齐,1,26.8,331.7,331.7,0.41,202306
44,黄石,1,26.8,30.2,30.2,0.04,202306
45,太原,1,23.3,367.7,367.7,0.53,202306
46,淮安,1,20.1,51.9,51.9,0.09,202306
47,句容,1,17.3,57.2,34.3,0.11,202306
48,嘉兴,1,13.8,23.3,23.3,0.06,202306
49,文山,1,13.4,3.9,3.8,0.01,202306
50,红河,1,13.4,2.7,2.7,0.01,202306
51,天水,1,12.9,7.9,7.9,0.02,202306
52,三亚,1,8.4,6.8,6.8,0.03,202306
1,上海,20,825.0,32906.5,18239.7,1.29,202307
2,北京,27,807.0,31609.7,17342.8,1.26,202307
3,广州,18,609.8,28344.8,15241.9,1.5,202307
4,深圳,17,558.6,25413.9,14820.9,1.47,202307
5,成都,13,557.8,19465.5,11000.8,1.13,202307
6,杭州,12,516.0,12193.2,7448.9,0.76,202307
7,武汉,14,504.3,11533.9,7306.1,0.74,202307
8,重庆,10,455.9,11902.3,7432.0,0.84,202307
9,南京,14,448.8,8730.6,5286.4,0.63,202307
10,青岛,8,323.8,4965.2,3486.4,0.49,202307
11,西安,9,294.0,12202.8,7939.2,1.34,202307
12,天津,8,286.0,4678.1,2900.7,0.53,202307
13,苏州,8,258.5,4629.9,2845.8,0.58,202307
14,大连,6,237.1,2247.2,1645.1,0.31,202307
15,郑州,8,233.0,4700.2,3008.6,0.65,202307
16,沈阳,10,216.7,4315.3,2933.7,0.64,202307
17,长沙,7,209.1,9136.0,4864.9,1.41,202307
18,宁波,6,186.0,3184.0,1818.3,0.55,202307
19,合肥,5,173.3,3460.3,2301.8,0.64,202307
20,昆明,6,165.9,2747.3,1987.1,0.53,202307
21,南昌,4,128.5,3121.6,1865.0,0.78,202307
22,南宁,5,128.2,3182.8,1899.0,0.8,202307
23,佛山,6,127.3,1436.5,1100.3,0.36,202307
24,长春,5,111.2,2064.0,1457.0,0.6,202307
25,无锡,4,110.8,1599.4,1088.9,0.47,202307
26,福州,4,110.7,1679.0,1299.6,0.49,202307
27,厦门,3,98.4,2297.5,1755.9,0.75,202307
28,济南,3,84.1,811.8,581.3,0.31,202307
29,哈尔滨,3,78.1,2491.8,1637.7,1.03,202307
30,贵阳,2,74.4,1268.5,994.4,0.55,202307
31,石家庄,3,74.3,1359.3,941.0,0.59,202307
32,徐州,3,64.1,797.3,576.9,0.4,202307
33,绍兴,3,57.8,322.5,178.5,0.21,202307
34,常州,2,54.0,688.2,565.2,0.41,202307
35,温州,1,52.5,108.1,108.1,0.07,202307
36,呼和浩特,2,49.0,596.3,482.7,0.39,202307
37,芜湖,2,46.2,271.7,232.9,0.19,202307
38,洛阳,2,43.5,552.9,420.3,0.41,202307
39,昆山,2,43.0,492.2,352.1,0.37,202307
40,南通,1,38.5,171.7,171.7,0.14,202307
41,东莞,1,37.8,450.4,450.4,0.38,202307
42,兰州,2,33.5,1117.4,976.4,1.08,202307
43,乌鲁木齐,1,26.8,365.0,365.0,0.44,202307
44,黄石,1,26.8,29.6,29.6,0.04,202307
45,太原,1,23.3,382.1,382.1,0.53,202307
46,淮安,1,20.1,58.0,58.0,0.09,202307
47,句容,1,17.3,59.6,36.0,0.11,202307
48,嘉兴,1,13.8,21.8,21.8,0.05,202307
49,文山,1,13.4,8.2,8.1,0.02,202307
50,红河,1,13.4,2.6,2.6,0.01,202307
51,天水,1,12.9,9.3,9.3,0.02,202307
52,三亚,1,8.4,7.0,7.0,0.03,202307
1,上海,20,825.0,33832.7,18758.5,1.32,202308
2,北京,27,807.0,32786.4,17953.7,1.31,202308
3,广州,18,609.8,28465.3,15322.8,1.51,202308
4,深圳,17,558.6,25908.1,15092.0,1.5,202308
5,成都,13,557.8,19428.3,10894.5,1.12,202308
6,杭州,12,516.0,12459.4,7611.4,0.78,202308
7,武汉,14,504.3,11461.9,7232.2,0.73,202308
8,重庆,10,455.9,11268.7,7036.0,0.8,202308
9,南京,14,448.8,9038.6,5515.9,0.65,202308
10,青岛,8,323.8,5240.0,3675.5,0.52,202308
11,西安,9,294.0,12109.3,7885.6,1.33,202308
12,天津,8,286.0,4918.5,3047.2,0.55,202308
13,苏州,8,258.5,5064.5,3106.9,0.63,202308
14,大连,6,237.1,2560.9,1862.9,0.35,202308
15,郑州,8,233.0,4780.7,3061.6,0.66,202308
16,沈阳,10,216.7,4328.9,2952.4,0.64,202308
17,长沙,7,209.1,8894.0,4726.7,1.37,202308
18,宁波,6,186.0,3244.0,1852.6,0.56,202308
19,合肥,5,173.3,3515.9,2344.0,0.65,202308
20,昆明,6,165.9,2764.6,1996.8,0.54,202308
21,福州,5,139.0,1920.4,1476.3,0.54,202308
22,南昌,4,128.5,3206.1,1912.7,0.8,202308
23,南宁,5,128.2,2985.8,1781.8,0.75,202308
24,佛山,6,127.3,1479.7,1132.2,0.37,202308
25,长春,5,111.2,2106.0,1494.4,0.61,202308
26,无锡,4,110.8,1563.8,1064.2,0.46,202308
27,厦门,3,98.4,2410.2,1841.5,0.79,202308
28,济南,3,84.1,840.1,602.2,0.32,202308
29,哈尔滨,3,78.1,2561.0,1684.3,1.06,202308
30,贵阳,2,74.4,1266.1,993.4,0.55,202308
31,石家庄,3,74.3,1426.3,989.4,0.62,202308
32,徐州,3,64.1,814.3,593.2,0.41,202308
33,绍兴,3,57.8,362.8,195.8,0.2,202308
34,常州,2,54.0,684.4,562.1,0.41,202308
35,温州,1,52.5,163.0,163.0,0.1,202308
36,呼和浩特,2,49.0,610.8,495.4,0.4,202308
37,芜湖,2,46.2,276.0,235.7,0.19,202308
38,洛阳,2,43.5,568.0,430.4,0.42,202308
39,昆山,2,43.0,518.6,374.6,0.39,202308
40,南通,1,38.5,176.0,176.0,0.15,202308
41,东莞,1,37.8,443.9,443.9,0.38,202308
42,兰州,2,33.5,1193.4,1034.7,1.15,202308
43,乌鲁木齐,1,26.8,376.5,376.5,0.45,202308
44,黄石,1,26.8,28.9,28.9,0.03,202308
45,太原,1,23.3,376.1,376.1,0.52,202308
46,淮安,1,20.1,64.0,64.0,0.1,202308
47,句容,1,17.3,61.1,37.0,0.11,202308
48,嘉兴,1,13.8,23.4,23.4,0.05,202308
49,文山,1,13.4,5.7,5.7,0.01,202308
50,红河,1,13.4,2.0,2.0,0.01,202308
51,天水,1,12.9,9.5,9.5,0.02,202308
52,三亚,1,8.4,7.2,7.2,0.03,202308
1,上海,20,825.0,30755.9,17021.5,1.24,202309
2,北京,27,807.0,29298.9,16111.8,1.21,202309
3,广州,18,609.8,25250.6,13532.8,1.38,202309
4,深圳,17,558.6,21787.1,12708.5,1.3,202309
5,成都,13,557.8,17741.5,10042.1,1.06,202309
6,杭州,12,516.0,12266.2,7333.8,0.79,202309
7,武汉,14,504.3,11669.6,7385.6,0.77,202309
8,重庆,10,455.9,10969.5,6870.4,0.8,202309
9,南京,14,448.8,8320.0,5022.9,0.62,202309
10,青岛,8,323.8,4135.3,2884.5,0.43,202309
11,西安,9,294.0,10772.2,6968.8,1.22,202309
12,天津,8,286.0,5140.8,3222.3,0.6,202309
13,沈阳,11,262.2,4276.8,2897.7,0.65,202309
14,郑州,9,261.2,4905.2,3079.0,0.68,202309
15,苏州,8,258.5,4345.1,2684.1,0.56,202309
16,大连,6,237.1,2208.0,1614.9,0.31,202309
17,长沙,7,209.1,7937.6,4239.3,1.27,202309
18,宁波,6,186.0,3058.0,1740.0,0.55,202309
19,合肥,5,173.3,3453.9,2293.9,0.66,202309
20,昆明,6,165.9,2461.3,1772.7,0.49,202309
21,福州,5,139.0,2220.4,1606.3,0.53,202309
22,南昌,4,128.5,3278.6,1964.5,0.85,202309
23,南宁,5,128.2,2979.8,1796.7,0.77,202309
24,佛山,6,127.3,1238.2,948.8,0.32,202309
25,长春,5,111.2,2105.4,1495.4,0.63,202309
26,无锡,4,110.8,1509.3,1030.8,0.45,202309
27,厦门,3,98.4,2062.6,1579.0,0.7,202309
28,济南,3,84.1,834.5,596.3,0.33,202309
29,哈尔滨,3,81.4,2614.0,1729.7,1.11,202309
30,贵阳,2,74.4,1125.5,886.7,0.5,202309
31,石家庄,3,74.3,1392.5,970.1,0.62,202309
32,徐州,3,64.1,720.7,516.5,0.37,202309
33,绍兴,3,57.8,345.8,186.3,0.2,202309
34,常州,2,54.0,683.1,561.2,0.42,202309
35,温州,1,52.5,211.8,187.4,0.13,202309
36,呼和浩特,2,49.0,567.6,460.5,0.39,202309
37,芜湖,2,46.2,276.8,235.9,0.2,202309
38,洛阳,2,43.5,418.5,317.8,0.32,202309
39,昆山,2,43.0,442.6,320.0,0.34,202309
40,南通,1,38.5,162.4,162.4,0.14,202309
41,东莞,1,37.8,357.6,357.6,0.32,202309
42,兰州,2,33.5,1119.1,968.2,1.11,202309
43,乌鲁木齐,1,26.8,370.7,370.7,0.46,202309
44,黄石,1,26.8,35.9,35.9,0.04,202309
45,太原,1,23.3,370.4,370.4,0.53,202309
46,淮安,1,20.1,56.7,56.7,0.09,202309
47,句容,1,17.3,59.2,34.8,0.11,202309
48,嘉兴,1,13.8,23.8,23.8,0.06,202309
49,文山,1,13.4,3.4,3.3,0.01,202309
50,红河,1,13.4,2.1,2.1,0.01,202309
51,天水,1,12.9,7.4,7.4,0.02,202309
52,咸阳,1,10.7,67.7,49.7,0.63,202309
53,三亚,1,8.4,6.7,6.7,0.03,202309
1,上海,20,825.0,31666.4,17569.7,1.24,202310
2,北京,27,807.0,30055.8,16609.3,1.2,202310
3,广州,18,609.8,27019.3,14458.7,1.43,202310
4,深圳,17,558.6,23530.8,13707.7,1.36,202310
5,成都,13,557.8,18575.2,10496.4,1.07,202310
6,杭州,12,516.0,12876.9,7655.4,0.81,202310
7,武汉,14,504.3,12542.5,7919.4,0.8,202310
8,重庆,10,455.9,12034.7,7516.7,0.85,202310
9,南京,14,448.8,9152.5,5533.1,0.66,202310
10,青岛,8,326.3,4397.2,3053.7,0.44,202310
11,西安,9,294.0,11486.7,7426.9,1.26,202310
12,天津,8,286.0,5406.5,3388.1,0.61,202310
13,沈阳,11,262.2,5370.8,3415.4,0.66,202310
14,郑州,9,261.2,5647.2,3487.1,0.7,202310
15,苏州,8,258.5,4626.6,2833.0,0.58,202310
16,大连,6,237.1,2278.6,1660.2,0.31,202310
17,长沙,7,209.1,8741.3,4675.4,1.35,202310
18,宁波,6,186.0,3345.3,1909.8,0.58,202310
19,合肥,5,173.3,3791.6,2505.2,0.71,202310
20,昆明,6,165.9,2537.8,1824.8,0.49,202310
21,福州,5,139.0,2654.8,1901.0,0.62,202310
22,南昌,4,128.5,3842.6,2303.7,0.96,202310
23,南宁,5,128.2,3076.5,1852.2,0.77,202310
24,佛山,6,127.3,1407.6,1067.4,0.36,202310
25,长春,5,111.2,2105.3,1491.8,0.61,202310
26,无锡,4,110.8,1752.9,1190.7,0.51,202310
27,厦门,3,98.4,2189.6,1681.5,0.72,202310
28,济南,3,84.1,917.3,653.1,0.35,202310
29,哈尔滨,3,81.4,2765.5,1819.9,1.1,202310
30,贵阳,2,74.4,1148.8,904.1,0.5,202310
31,石家庄,3,74.3,1495.3,1039.2,0.65,202310
32,徐州,3,64.1,834.6,600.4,0.42,202310
33,绍兴,3,57.8,404.1,214.0,0.23,202310
34,常州,2,54.0,755.7,619.5,0.45,202310
35,温州,1,52.5,190.6,158.3,0.12,202310
36,呼和浩特,2,49.0,611.4,497.0,0.4,202310
37,芜湖,2,46.2,331.4,279.9,0.23,202310
38,洛阳,2,43.5,523.2,394.9,0.39,202310
39,昆山,2,43.0,485.9,350.5,0.36,202310
40,南通,1,38.5,182.3,182.3,0.15,202310
41,东莞,1,37.8,408.0,408.0,0.35,202310
42,兰州,2,33.5,1152.1,995.3,1.11,202310
43,乌鲁木齐,1,26.8,378.5,378.5,0.46,202310
44,黄石,1,26.8,38.1,38.1,0.05,202310
45,太原,1,23.3,395.5,395.5,0.55,202310
46,淮安,1,20.1,73.7,73.7,0.12,202310
47,句容,1,17.3,65.4,40.1,0.12,202310
48,嘉兴,1,13.8,33.0,33.0,0.08,202310
49,文山,1,13.4,3.8,3.8,0.01,202310
50,红河,1,13.4,2.3,2.3,0.01,202310
51,天水,1,12.9,8.5,8.5,0.02,202310
52,咸阳,1,10.7,193.0,140.1,0.58,202310
53,三亚,1,8.4,9.8,9.8,0.04,202310
1,上海,20,825.0,32515.2,18005.5,1.31,202311
2,北京,27,807.0,29545.0,16318.1,1.22,202311
3,广州,18,609.8,27154.3,14586.8,1.48,202311
4,成都,14,601.7,18156.9,10279.7,1.08,202311
5,深圳,17,558.6,24576.1,14335.8,1.47,202311
6,杭州,12,516.0,12023.5,7192.3,0.78,202311
7,武汉,14,504.3,11812.8,7508.1,0.78,202311
8,重庆,10,465.6,11497.4,7224.0,0.84,202311
9,南京,14,448.8,8724.4,5304.6,0.65,202311
10,青岛,8,326.3,3744.7,2605.7,0.38,202311
11,西安,9,294.0,10725.2,6943.0,1.22,202311
12,天津,8,286.0,4927.1,3086.2,0.57,202311
13,沈阳,11,262.2,5166.2,3274.5,0.66,202311
14,郑州,9,261.2,5387.6,3326.5,0.69,202311
15,苏州,8,258.5,4600.5,2838.3,0.59,202311
16,大连,6,237.1,1925.6,1417.4,0.27,202311
17,长沙,7,209.1,7878.0,4201.8,1.26,202311
18,宁波,6,186.0,3188.7,1819.9,0.57,202311
19,合肥,5,173.3,3724.4,2356.6,0.72,202311
20,昆明,6,165.9,2468.0,1775.8,0.5,202311
21,福州,5,139.0,2506.4,1813.7,0.6,202311
