序号,城市,运营线路条数,运营里程（公里）,客运量（万人次）,进站量（万人次）,客运强度（万人次每公里日）,时间
22,南昌,4,128.5,3332.9,2008.8,0.86,202311
23,南宁,5,128.2,2961.6,1791.6,0.77,202311
24,佛山,6,127.3,1385.0,1058.8,0.36,202311
25,长春,5,111.2,1925.4,1364.2,0.58,202311
26,无锡,4,110.8,1580.5,1078.8,0.48,202311
27,厦门,3,98.4,2182.4,1678.2,0.74,202311
28,济南,3,84.1,849.6,610.8,0.34,202311
29,哈尔滨,3,81.4,2734.5,1791.3,1.12,202311
30,贵阳,2,74.4,1103.8,871.0,0.49,202311
31,石家庄,3,74.3,1493.2,1037.6,0.67,202311
32,徐州,3,64.1,787.9,560.6,0.41,202311
33,绍兴,3,57.8,334.3,186.9,0.19,202311
34,常州,2,54.0,628.1,516.7,0.39,202311
35,温州,1,52.5,168.6,144.2,0.11,202311
36,呼和浩特,2,49.0,590.8,477.6,0.4,202311
37,芜湖,2,46.2,301.5,256.2,0.22,202311
38,洛阳,2,43.5,418.2,317.6,0.32,202311
39,昆山,2,43.0,467.5,344.2,0.36,202311
40,南通,1,38.5,172.6,172.6,0.15,202311
41,东莞,1,37.8,381.9,381.9,0.34,202311
42,兰州,2,33.5,1043.8,908.1,1.04,202311
43,乌鲁木齐,1,26.8,339.3,339.3,0.42,202311
44,黄石,1,26.8,36.6,36.6,0.05,202311
45,太原,1,23.3,379.0,379.0,0.54,202311
46,准安,1,20.1,59.5,59.5,0.1,202311
47,句容,1,17.3,61.9,35.6,0.12,202311
48,嘉兴,1,13.8,24.1,24.1,0.06,202311
49,文山,1,13.4,3.0,3.0,0.01,202311
50,红河,1,13.4,2.1,2.1,0.01,202311
51,天水,1,12.9,7.2,7.2,0.02,202311
52,咸阳,1,10.7,181.5,134.7,0.57,202311
53,三亚,1,8.4,13.4,13.4,0.05,202311
1,北京,27,836.0,29657.8,16408.3,1.18,202312
2,上海,20,825.0,31905.2,17731.1,1.25,202312
3,广州,18,641.5,27534.9,14853.1,1.45,202312
4,成都,14,601.7,18397.5,10514.2,0.99,202312
5,深圳,17,567.1,25633.4,14840.1,1.48,202312
6,武汉,15,529.6,12026.9,7681.9,0.76,202312
7,杭州,12,516.0,12185.4,7333.3,0.76,202312
8,重庆,11,494.6,11864.2,7489.2,0.82,202312
9,南京,14,459.4,8903.1,5270.8,0.64,202312
10,青岛,8,326.3,3832.6,2680.5,0.38,202312
11,天津,9,298.3,5339.7,3316.9,0.6,202312
12,西安,9,294.0,11009.5,7139.3,1.21,202312
13,郑州,10,277.7,6253.4,3819.5,0.75,202312
14,沈阳,11,262.2,5375.5,3413.2,0.66,202312
15,苏州,8,258.5,4274.1,2648.0,0.53,202312
16,大连,6,237.1,1998.7,1461.1,0.27,202312
17,长沙,7,209.1,8228.5,4416.5,1.27,202312
18,合肥,5,197.0,4336.6,2666.1,0.79,202312
19,宁波,6,186.0,3290.2,1878.7,0.57,202312
20,昆明,6,165.9,2585.6,1860.9,0.5,202312
21,福州,5,139.0,2672.7,1931.2,0.62,202312
22,南昌,4,128.5,3661.5,2207.2,0.92,202312
23,南宁,5,128.2,3288.7,1973.8,0.83,202312
24,佛山,6,127.3,1434.9,1097.7,0.36,202312
25,贵阳,3,116.9,1575.2,1175.4,0.53,202312
26,长春,5,111.2,1868.3,1327.9,0.54,202312
27,无锡,4,110.8,1721.1,1169.2,0.5,202312
28,厦门,3,98.4,2233.2,1719.0,0.73,202312
29,济南,3,84.1,933.0,670.1,0.36,202312
30,哈尔滨,3,82.1,2787.5,1834.7,1.1,202312
31,石家庄,3,74.3,2727.7,1856.4,1.18,202312
32,徐州,3,64.1,934.5,668.0,0.47,202312
33,南通,2,58.8,254.5,236.3,0.2,202312
34,绍兴,3,57.8,340.4,192.5,0.19,202312
35,常州,2,54.0,606.5,498.4,0.36,202312
36,温州,1,52.5,157.6,134.4,0.1,202312
37,呼和浩特,2,49.0,734.4,594.2,0.48,202312
38,芜湖,2,46.2,319.4,272.1,0.22,202312
39,洛阳,2,43.5,532.8,402.7,0.4,202312
40,昆山,2,43.0,430.6,317.7,0.32,202312
41,东莞,1,37.8,411.9,411.9,0.35,202312
42,兰州,2,33.5,1096.8,951.6,1.06,202312
43,乌鲁木齐,1,26.8,347.3,347.3,0.42,202312
44,黄石,1,26.8,38.4,38.4,0.05,202312
45,太原,1,23.3,435.1,435.1,0.6,202312
46,淮安,1,20.1,67.8,67.8,0.11,202312
47,句容,1,17.3,63.7,36.1,0.12,202312
48,嘉兴,1,13.8,24.6,24.6,0.06,202312
49,文山,1,13.4,2.7,2.7,0.01,202312
50,红河,1,13.4,1.2,1.2,0.01,202312
51,天水,1,12.9,7.2,7.2,0.02,202312
52,咸阳,1,10.7,191.2,142.6,0.58,202312
53,三亚,1,8.4,18.6,18.6,0.07,202312
1,上海,19,766.0,26690.3,15070.0,1.12,202101
2,北京,24,727.0,19873.3,10677.6,0.88,202101
3,成都,13,557.8,13404.7,7744.8,0.78,202101
4,广州,16,531.7,24460.1,13462.2,1.48,202101
5,深圳,12,422.6,17901.1,11138.5,1.37,202101
6,武汉,12,409.1,7302.8,4891.4,0.58,202101
7,南京,12,394.7,7729.6,4458.6,0.63,202101
8,重庆,9,369.5,8701.7,5781.1,0.76,202101
9,杭州,7,306.3,6460.6,4378.0,0.68,202101
10,青岛,7,254.8,1667.7,1260.6,0.21,202101
11,西安,8,239.0,7499.6,4920.7,1.01,202101
12,天津,6,231.0,3292.1,2141.0,0.46,202101
13,沈阳,10,211.5,1514.8,1055.1,0.23,202101
14,苏州,6,210.1,3092.9,2027.2,0.47,202101
15,郑州,7,206.4,4046.1,2664.0,0.63,202101
16,长沙,6,157.9,4452.8,2564.5,0.91,202101
17,大连,4,157.9,869.1,710.1,0.18,202101
18,宁波,5,154.4,2080.1,1234.7,0.43,202101
19,昆明,5,139.4,1773.0,1331.8,0.41,202101
20,合肥,4,112.5,2234.1,1627.7,0.64,202101
21,南宁,4,105.3,2203.7,1461.7,0.68,202101
22,长春,5,100.1,1360.2,927.5,0.44,202101
23,南昌,3,88.9,2067.7,1375.8,0.75,202101
24,无锡,3,87.1,1306.1,1008.9,0.48,202101
25,厦门,2,71.9,1208.4,999.3,0.54,202101
26,石家庄,3,59.0,141.7,101.1,0.08,202101
27,福州,2,58.5,1058.7,883.2,0.58,202101
28,温州,1,52.5,71.5,71.5,0.04,202101
29,呼和浩特,2,49.0,448.4,362.8,0.3,202101
30,济南,2,47.7,107.0,107.0,0.07,202101
31,徐州,2,46.0,475.2,403.6,0.33,202101
32,东莞,1,37.8,340.1,340.1,0.29,202101
33,贵阳,1,34.8,346.5,346.5,0.32,202101
34,常州,1,34.2,244.2,244.2,0.23,202101
35,哈尔滨,2,30.3,351.0,300.6,0.37,202101
36,佛山,2,28.0,466.1,466.1,0.54,202101
37,乌鲁木齐,1,26.8,218.6,218.6,0.26,202101
38,兰州,1,25.5,541.7,541.7,0.69,202101
39,太原,1,23.6,286.7,295.6,0.39,202101
40,淮安,1,21.1,67.8,67.8,0.1,202101
41,天水,1,12.9,6.9,6.9,0.02,202101
42,珠海,1,8.4,5.9,5.9,0.02,202101
43,三亚,1,8.4,13.4,13.4,0.05,202101
44,昆山,1,6.0,135.2,65.5,0.73,202101
1,上海,19,766.0,20307.4,11466.1,0.95,202102
2,北京,24,727.0,15734.9,8467.6,0.77,202102
3,成都,13,557.8,10326.0,5977.1,0.66,202102
4,广州,16,531.7,16958.7,9532.7,1.14,202102
5,深圳,12,422.6,12652.3,7878.3,1.07,202102
6,武汉,12,409.1,5354.5,3585.4,0.47,202102
7,南京,12,394.7,5534.6,3228.3,0.5,202102
8,重庆,9,369.5,6748.7,4565.9,0.65,202102
9,杭州,7,306.3,4727.9,3196.1,0.55,202102
10,青岛,7,254.8,1345.9,1012.4,0.19,202102
11,西安,8,239.0,6065.1,3984.5,0.91,202102
12,天津,6,231.0,2655.5,1731.4,0.41,202102
13,沈阳,10,216.7,2043.8,1415.7,0.34,202102
14,苏州,6,210.2,2395.6,1607.3,0.41,202102
15,郑州,7,206.4,2855.4,1880.6,0.49,202102
16,长沙,6,157.9,3023.2,1759.0,0.68,202102
17,大连,4,157.9,872.4,709.9,0.2,202102
18,宁波,5,154.4,1673.4,993.2,0.39,202102
19,昆明,5,139.4,1290.9,972.6,0.33,202102
20,合肥,4,112.5,1586.1,1165.0,0.5,202102
21,南宁,4,105.3,1402.5,920.2,0.48,202102
22,长春,5,100.1,613.1,414.5,0.22,202102
23,南昌,3,88.9,1591.6,1053.5,0.64,202102
24,无锡,3,87.1,1217.5,943.6,0.5,202102
25,厦门,2,71.6,1066.7,878.8,0.53,202102
26,石家庄,3,59.0,174.5,128.7,0.11,202102
27,福州,2,58.5,832.4,704.1,0.51,202102
28,温州,1,52.5,53.1,53.1,0.04,202102
29,呼和浩特,2,49.0,337.0,273.0,0.25,202102
30,济南,2,47.7,75.8,75.8,0.06,202102
31,徐州,2,46.0,414.5,359.0,0.32,202102
32,东莞,1,37.8,266.8,266.8,0.25,202102
33,贵阳,1,34.8,257.9,257.9,0.26,202102
34,常州,1,34.2,195.9,195.9,0.2,202102
35,哈尔滨,2,30.3,189.0,158.3,0.22,202102
36,佛山,2,28.0,333.8,333.8,0.43,202102
37,乌鲁木齐,1,26.8,208.0,208.0,0.28,202102
38,兰州,1,25.5,411.9,411.9,0.58,202102
39,太原,1,23.6,259.7,259.7,0.39,202102
40,淮安,1,20.1,63.7,63.7,0.11,202102
41,天水,1,12.9,8.1,8.1,0.02,202102
42,珠海,1,8.4,0.0,0.0,0.0,202102
43,三亚,1,8.4,13.0,13.0,0.06,202102
44,昆山,1,6.0,100.6,51.2,0.6,202102
1,上海,19,766.0,32309.8,18086.7,1.36,202103
2,北京,24,727.0,27552.0,14709.5,1.22,202103
3,成都,13,557.8,16546.1,9483.2,0.96,202103
4,广州,16,531.7,27098.5,14838.1,1.64,202103
5,深圳,12,422.6,19730.6,12202.7,1.51,202103
6,武汉,12,409.1,9500.0,6313.3,0.75,202103
7,南京,12,394.7,9049.0,5207.4,0.74,202103
8,重庆,9,369.5,10032.7,6727.7,0.88,202103
9,杭州,7,306.3,7861.6,5287.9,0.83,202103
10,青岛,7,254.8,2030.7,1510.6,0.26,202103
11,西安,8,239.0,10133.2,6596.3,1.37,202103
12,天津,6,231.0,4063.4,2567.5,0.57,202103
13,沈阳,10,219.6,3517.9,2416.0,0.52,202103
14,苏州,6,210.2,3535.9,2297.8,0.54,202103
15,郑州,7,206.4,4616.8,3009.0,0.72,202103
16,长沙,6,157.9,5240.8,3009.4,1.07,202103
17,大连,4,157.9,1447.0,1167.1,0.3,202103
18,宁波,5,154.4,2307.4,1369.4,0.48,202103
19,昆明,5,139.4,2019.1,1516.7,0.47,202103
20,合肥,4,112.5,2516.6,1819.4,0.72,202103
21,南宁,4,105.3,2543.6,1701.5,0.78,202103
22,长春,5,100.1,1500.4,1017.0,0.48,202103
23,南昌,3,88.9,2276.9,1503.9,0.83,202103
24,无锡,3,87.1,1475.5,1146.9,0.55,202103
25,济南,3,84.1,232.3,199.2,0.09,202103
26,厦门,2,71.6,1313.3,1093.7,0.59,202103
27,石家庄,3,59.0,852.3,614.5,0.47,202103
28,福州,2,58.5,1081.5,917.1,0.6,202103
29,温州,1,52.5,80.8,80.8,0.05,202103
30,呼和浩特,2,49.0,492.0,398.0,0.32,202103
31,徐州,2,46.0,490.5,417.8,0.34,202103
32,东莞,1,37.8,372.7,372.7,0.32,202103
33,贵阳,1,34.8,383.0,383.0,0.36,202103
34,常州,1,34.2,286.8,286.8,0.27,202103
35,哈尔滨,2,30.3,587.2,491.8,0.63,202103
36,佛山,2,28.0,489.6,489.6,0.56,202103
37,乌鲁木齐,1,26.8,249.0,249.0,0.3,202103
38,兰州,1,25.5,605.7,605.7,0.77,202103
39,洛阳,1,25.3,33.7,33.7,0.04,202103
40,太原,1,23.6,344.1,344.1,0.47,202103
41,淮安,1,20.1,64.8,64.8,0.1,202103
42,天水,1,12.9,8.4,8.4,0.02,202103
43,三亚,1,8.4,13.6,13.6,0.05,202103
44,昆山,1,6.0,166.2,84.5,0.89,202103
1,上海,19,766.0,31898.0,17840.4,1.39,202104
2,北京,24,727.0,29287.9,15583.1,1.34,202104
3,成都,13,557.8,16779.2,9469.9,1.0,202104
4,广州,16,531.7,26380.7,14409.9,1.65,202104
5,深圳,12,422.6,19218.9,11916.1,1.52,202104
6,武汉,12,409.1,9620.1,6368.6,0.78,202104
7,南京,12,394.7,9258.9,5324.9,0.78,202104
8,重庆,9,369.5,9983.6,6687.6,0.9,202104
9,杭州,7,306.3,8056.4,5395.2,0.88,202104
10,青岛,7,254.8,2127.6,1575.0,0.28,202104
11,西安,8,239.0,10415.7,6733.4,1.45,202104
12,天津,6,231.0,4197.2,2766.5,0.61,202104
13,沈阳,10,219.6,3705.2,2531.4,0.56,202104
14,苏州,6,210.2,3677.5,2381.4,0.58,202104
15,郑州,7,206.4,5189.1,3349.0,0.84,202104
16,长沙,6,157.9,5540.7,3160.1,1.17,202104
17,大连,4,157.9,1537.6,1231.4,0.32,202104
18,宁波,5,154.4,2336.9,1386.4,0.5,202104
19,昆明,5,139.4,1922.2,1438.9,0.46,202104
20,合肥,4,112.5,2529.3,1820.7,0.75,202104
21,南宁,4,105.3,2556.3,1712.6,0.81,202104
22,长春,5,100.1,1758.4,1154.8,0.59,202104
23,南昌,3,88.9,2321.3,1517.3,0.87,202104
24,无锡,3,87.1,1379.8,1084.5,0.53,202104
25,济南,3,84.1,639.5,472.1,0.25,202104
26,贵阳,2,74.4,425.5,405.2,0.19,202104
27,石家庄,3,74.3,1013.4,726.6,0.45,202104
28,厦门,2,71.6,1326.0,1107.5,0.62,202104
29,福州,2,58.5,1080.2,912.2,0.62,202104
30,温州,1,52.5,89.5,89.5,0.06,202104
31,呼和浩特,2,49.0,491.6,397.5,0.33,202104
32,徐州,2,46.0,496.5,422.0,0.36,202104
33,东莞,1,37.8,381.0,381.0,0.34,202104
34,常州,1,34.2,337.2,337.2,0.33,202104
35,哈尔滨,2,30.3,684.9,572.0,0.75,202104
36,佛山,2,28.1,472.5,472.5,0.56,202104
37,乌鲁木齐,1,26.8,254.2,254.2,0.32,202104
38,兰州,1,25.5,616.3,616.3,0.81,202104
39,洛阳,1,25.3,262.1,262.1,0.35,202104
40,太原,1,23.6,336.5,336.5,0.48,202104
41,淮安,1,20.1,64.0,64.0,0.11,202104
42,天水,1,12.9,8.3,8.3,0.02,202104
43,三亚,1,8.4,10.5,10.5,0.04,202104
44,昆山,1,8.4,166.0,83.7,0.66,202104
1,上海,19,766.0,31285.4,17524.5,1.32,202105
2,北京,24,727.0,28192.1,14991.2,1.25,202105
3,成都,13,557.8,16476.7,9311.6,0.95,202105
4,广州,16,531.7,26407.5,13640.2,1.6,202105
5,深圳,12,422.6,18920.1,11307.0,1.44,202105
6,武汉,12,409.1,9702.8,6418.5,0.77,202105
7,南京,12,394.7,8822.2,5086.2,0.72,202105
8,重庆,9,369.5,10243.0,6835.0,0.89,202105
9,杭州,7,306.3,8025.2,5358.2,0.85,202105
10,青岛,7,254.8,2332.7,1685.5,0.3,202105
11,西安,8,239.0,10568.5,6831.7,1.43,202105
12,天津,6,231.0,4288.9,2828.2,0.6,202105
13,沈阳,10,219.6,3407.8,2332.7,0.5,202105
14,苏州,6,210.2,3727.0,2410.3,0.57,202105
15,郑州,7,206.4,5088.1,3278.1,0.8,202105
16,长沙,6,157.9,5830.3,3318.3,1.19,202105
17,大连,4,157.9,1513.6,1219.2,0.31,202105
18,宁波,5,154.4,2353.2,1395.7,0.49,202105
19,昆明,5,139.4,2013.5,1499.7,0.47,202105
20,合肥,4,112.5,2244.6,1618.0,0.64,202105
21,南宁,4,105.3,2619.1,1742.2,0.8,202105
22,长春,5,100.1,1873.1,1226.7,0.6,202105
23,南昌,3,88.9,2412.5,1569.6,0.88,202105
24,无锡,3,87.1,1359.3,1069.2,0.5,202105
25,济南,3,84.1,636.0,471.1,0.24,202105
26,贵阳,2,74.4,911.6,775.3,0.4,202105
27,石家庄,3,74.3,1042.3,744.6,0.45,202105
28,厦门,2,71.6,1509.9,1251.6,0.68,202105
29,福州,2,58.5,1060.2,891.7,0.58,202105
30,温州,1,52.5,92.9,92.9,0.06,202105
31,呼和浩特,2,49.0,509.5,412.6,0.34,202105
32,徐州,2,46.0,515.2,435.8,0.36,202105
33,东莞,1,37.8,400.0,400.0,0.34,202105
34,常州,1,34.2,390.3,390.3,0.37,202105
35,哈尔滨,2,30.3,710.1,594.3,0.76,202105
36,佛山,2,28.1,447.1,447.1,0.51,202105
37,乌鲁木齐,1,26.8,275.3,275.3,0.33,202105
38,兰州,1,25.5,671.5,671.5,0.85,202105
39,洛阳,1,25.3,195.8,195.8,0.25,202105
40,太原,1,23.6,353.1,353.1,0.48,202105
41,淮安,1,20.1,67.3,67.3,0.11,202105
42,天水,1,12.9,9.3,9.3,0.02,202105
43,三亚,1,8.4,8.6,8.6,0.03,202105
44,昆山,1,6.0,168.3,85.4,0.9,202105
1,上海,19,766.0,31317.6,17505.9,1.36,202106
2,北京,24,727.0,27986.5,14891.0,1.28,202106
3,成都,13,557.8,16128.4,9196.9,0.96,202106
4,广州,16,531.7,13466.6,7545.3,0.84,202106
5,深圳,12,422.6,16172.5,9994.5,1.28,202106
6,武汉,12,409.1,9235.0,6110.8,0.75,202106
7,南京,12,394.7,8386.9,4809.7,0.71,202106
8,重庆,9,369.5,9668.1,6437.3,0.87,202106
9,杭州,8,323.4,7634.6,5083.1,0.79,202106
10,青岛,7,254.8,2190.6,1624.3,0.29,202106
11,苏州,7,254.2,3461.3,2247.3,0.45,202106
12,西安,8,252.6,9678.4,6243.5,1.28,202106
13,天津,6,231.0,4032.9,2657.0,0.58,202106
14,沈阳,10,216.7,3498.9,2391.0,0.54,202106
15,郑州,7,206.4,4868.2,3142.3,0.79,202106
16,长沙,6,157.9,5457.7,3100.9,1.15,202106
17,大连,4,157.9,1475.2,1187.9,0.31,202106
18,宁波,5,154.4,2187.3,1298.2,0.47,202106
19,昆明,5,139.4,1934.0,1439.7,0.46,202106
20,合肥,4,112.5,2266.7,1628.5,0.67,202106
21,南宁,4,105.3,2366.6,1568.7,0.75,202106
22,长春,5,100.1,1849.5,1224.8,0.62,202106
23,厦门,3,98.4,1377.8,1128.9,0.47,202106
24,南昌,3,88.9,2232.8,1449.4,0.84,202106
25,无锡,3,87.1,1340.6,1014.1,0.51,202106
26,济南,3,84.1,569.1,423.3,0.23,202106
27,贵阳,2,74.4,920.1,745.7,0.41,202106
28,石家庄,3,74.3,1011.4,722.7,0.45,202106
29,徐州,3,64.1,519.9,422.3,0.27,202106
30,福州,2,58.5,1002.0,842.8,0.57,202106
31,常州,2,54.0,397.4,390.2,0.25,202106
32,温州,1,52.5,79.6,79.6,0.05,202106
33,呼和浩特,2,49.0,470.6,381.8,0.32,202106
34,海宁,1,43.3,2.6,2.1,0.0,202106
35,东莞,1,37.8,239.1,239.1,0.21,202106
36,哈尔滨,2,30.3,668.2,560.9,0.74,202106
37,佛山,2,28.1,225.8,225.8,0.27,202106
38,乌鲁木齐,1,26.8,286.4,286.4,0.36,202106
39,兰州,1,25.5,620.1,620.1,0.81,202106
40,洛阳,1,25.3,142.3,142.3,0.19,202106
41,太原,1,23.3,331.0,331.0,0.47,202106
42,绍兴,1,20.3,12.3,8.0,0.02,202106
43,淮安,1,20.1,58.7,58.7,0.1,202106
44,天水,1,12.9,7.9,7.9,0.02,202106
45,嘉兴,1,10.6,14.0,14.0,0.04,202106
46,三亚,1,8.4,6.1,6.1,0.02,202106
47,昆山,1,6.0,164.5,83.8,0.91,202106
1,上海,19,766.0,31482.3,17593.3,1.33,202107
2,北京,24,727.0,30427.5,16159.8,1.35,202107
3,成都,13,557.8,17122.7,9768.3,0.99,202107
4,广州,16,531.7,23582.9,12949.2,1.43,202107
5,深圳,12,422.6,18961.8,11724.9,1.45,202107
6,武汉,12,409.1,9344.5,6190.3,0.74,202107
7,南京,12,394.7,6873.8,3978.9,0.56,202107
8,重庆,9,369.5,10171.4,6765.1,0.89,202107
9,杭州,9,324.0,8426.0,5422.8,0.84,202107
10,青岛,7,254.8,2511.2,1867.8,0.32,202107
11,苏州,7,254.2,3792.7,2421.0,0.48,202107
12,西安,8,252.6,10356.0,6658.9,1.32,202107
13,天津,6,231.0,4042.8,2646.7,0.56,202107
14,沈阳,10,216.7,3707.1,2539.7,0.55,202107
15,郑州,7,206.4,3192.9,2614.5,0.5,202107
16,长沙,6,157.9,6049.5,3434.7,1.24,202107
17,大连,4,157.9,1586.8,1278.8,0.32,202107
18,宁波,5,154.4,2236.4,1326.9,0.47,202107
19,昆明,5,139.4,2125.1,1589.4,0.49,202107
20,合肥,4,112.5,2343.3,1693.6,0.67,202107
21,南宁,4,105.3,2704.2,1773.5,0.83,202107
22,长春,5,100.1,1936.5,1286.2,0.62,202107
23,厦门,3,98.4,1873.6,1456.4,0.61,202107
24,南昌,3,88.9,2227.6,1431.9,0.81,202107
25,无锡,3,87.1,1304.7,1007.4,0.48,202107
26,济南,3,84.1,568.9,428.4,0.22,202107
27,贵阳,2,74.4,1080.2,867.3,0.47,202107
28,石家庄,3,74.3,1045.1,744.5,0.45,202107
29,徐州,3,64.1,740.6,529.9,0.37,202107
30,福州,2,58.4,1056.9,889.9,0.58,202107
31,常州,2,54.0,551.9,439.8,0.33,202107
32,温州,1,52.5,85.6,85.6,0.05,202107
33,呼和浩特,2,49.0,490.0,395.0,0.32,202107
34,海宁,1,46.4,115.0,85.4,0.08,202107
35,东莞,1,37.8,355.3,355.3,0.3,202107
36,哈尔滨,2,30.3,694.9,577.6,0.74,202107
37,佛山,2,28.1,431.5,431.5,0.5,202107
38,乌鲁木齐,1,26.8,294.5,294.5,0.35,202107
39,兰州,1,25.5,660.8,660.8,0.84,202107
40,洛阳,1,25.3,145.3,145.3,0.19,202107
41,太原,1,23.3,345.8,345.8,0.48,202107
42,绍兴,1,20.3,100.9,62.8,0.16,202107
43,淮安,1,20.1,53.7,53.7,0.09,202107
44,天水,1,12.9,8.0,8.0,0.02,202107
45,嘉兴,1,10.6,25.6,25.6,0.08,202107
46,三亚,1,8.4,6.7,6.7,0.03,202107
47,昆山,1,6.0,165.6,84.3,0.89,202107
1,上海,19,766.0,28969.2,16128.3,1.22,202108
2,北京,24,727.0,23974.7,12811.8,1.06,202108
3,成都,13,557.8,13659.4,7769.9,0.79,202108
4,广州,16,531.7,22921.1,12603.3,1.39,202108
5,深圳,12,422.6,18879.8,11575.3,1.44,202108
6,武汉,12,409.1,4766.1,3172.1,0.38,202108
7,南京,12,394.7,3297.0,1939.3,0.27,202108
8,重庆,9,369.5,7731.4,5143.4,0.67,202108
9,杭州,9,324.0,7677.8,4848.1,0.76,202108
10,青岛,7,254.8,1975.0,1478.7,0.25,202108
11,苏州,7,254.2,2945.7,1883.8,0.37,202108
12,西安,8,252.6,6986.6,4461.6,0.89,202108
13,天津,6,231.0,3570.6,2330.5,0.5,202108
14,沈阳,10,216.7,3136.7,2154.1,0.47,202108
15,郑州,7,206.4,0.0,0.0,0.0,202108
16,长沙,6,157.9,6049.5,3434.7,1.24,202108
17,大连,4,157.9,1357.2,1102.5,0.28,202108
18,宁波,5,154.4,2110.5,1253.0,0.44,202108
19,昆明,5,139.4,1804.3,1353.1,0.42,202108
20,合肥,4,112.5,1937.4,1400.2,0.56,202108
21,南宁,4,105.3,2261.3,1464.6,0.69,202108
22,长春,5,100.1,1601.8,1051.5,0.52,202108
23,厦门,3,98.4,1439.3,1117.0,0.47,202108
24,南昌,3,88.9,1835.7,1190.3,0.67,202108
25,无锡,3,87.1,773.6,601.6,0.29,202108
26,济南,3,84.1,457.4,346.0,0.18,202108
27,贵阳,2,74.4,912.5,729.3,0.4,202108
28,石家庄,3,74.3,696.1,511.9,0.3,202108
29,徐州,3,64.1,433.3,313.8,0.22,202108
30,福州,2,58.4,874.5,737.7,0.48,202108
31,常州,2,54.0,398.7,316.4,0.24,202108
32,温州,1,52.5,72.6,72.6,0.04,202108
33,呼和浩特,2,49.0,378.0,305.3,0.25,202108
34,海宁,1,46.4,53.9,42.4,0.04,202108
35,东莞,1,37.8,350.1,350.1,0.3,202108
36,佛山,3,37.5,456.9,456.9,0.39,202108
37,哈尔滨,2,30.3,485.5,408.7,0.52,202108
38,乌鲁木齐,1,26.8,243.8,243.8,0.29,202108
39,兰州,1,25.5,551.6,551.6,0.7,202108
40,洛阳,1,25.3,65.7,65.7,0.08,202108
41,太原,1,23.3,303.0,303.0,0.42,202108
42,绍兴,1,20.3,60.8,39.5,0.1,202108
43,淮安,1,20.1,31.9,31.9,0.05,202108
44,天水,1,12.9,7.3,7.3,0.02,202108
